"","comname","variable","year","decade","percentiles","measurement"
"51306","Witch flounder","lat",1992,1990,"5%",40.68633506004
"51307","Witch flounder","lat",1992,1990,"25%",42.2
"51308","Witch flounder","lat",1992,1990,"50%",42.9133536004
"51309","Witch flounder","lat",1992,1990,"75%",43.4450299006
"51310","Witch flounder","lat",1992,1990,"95%",44.183333
"51311","Witch flounder","lat",1993,1990,"5%",40.3978435
"51312","Witch flounder","lat",1993,1990,"25%",42.566667
"51313","Witch flounder","lat",1993,1990,"50%",43.333333
"51314","Witch flounder","lat",1993,1990,"75%",43.68382875
"51315","Witch flounder","lat",1993,1990,"95%",44.150466085665
"51316","Witch flounder","lat",1994,1990,"5%",41.926021
"51317","Witch flounder","lat",1994,1990,"25%",42.216667
"51318","Witch flounder","lat",1994,1990,"50%",42.983333
"51319","Witch flounder","lat",1994,1990,"75%",43.22419294895
"51320","Witch flounder","lat",1994,1990,"95%",44.046266009335
"51321","Witch flounder","lat",1995,1990,"5%",41.717348
"51322","Witch flounder","lat",1995,1990,"25%",42.766667
"51323","Witch flounder","lat",1995,1990,"50%",43.29343359975
"51324","Witch flounder","lat",1995,1990,"75%",43.66505625
"51325","Witch flounder","lat",1995,1990,"95%",44.183333
"51326","Witch flounder","lat",1996,1990,"5%",41.866667
"51327","Witch flounder","lat",1996,1990,"25%",42.35417575
"51328","Witch flounder","lat",1996,1990,"50%",43.183333
"51329","Witch flounder","lat",1996,1990,"75%",43.366667
"51330","Witch flounder","lat",1996,1990,"95%",44.15
"51331","Witch flounder","lat",1997,1990,"5%",41.29669246669
"51332","Witch flounder","lat",1997,1990,"25%",42.4166903331
"51333","Witch flounder","lat",1997,1990,"50%",43.083333
"51334","Witch flounder","lat",1997,1990,"75%",43.9000525
"51335","Witch flounder","lat",1997,1990,"95%",44.266667
"51336","Witch flounder","lat",1998,1990,"5%",40.59919575
"51337","Witch flounder","lat",1998,1990,"25%",42.366667
"51338","Witch flounder","lat",1998,1990,"50%",43.05
"51339","Witch flounder","lat",1998,1990,"75%",43.416667
"51340","Witch flounder","lat",1998,1990,"95%",44.133333
"51341","Witch flounder","lat",1999,1990,"5%",41.479
"51342","Witch flounder","lat",1999,1990,"25%",42.628081245925
"51343","Witch flounder","lat",1999,1990,"50%",43.304833
"51344","Witch flounder","lat",1999,1990,"75%",43.797274737225
"51345","Witch flounder","lat",1999,1990,"95%",44.095167
"51346","Witch flounder","lat",2000,2000,"5%",41.4292758475
"51347","Witch flounder","lat",2000,2000,"25%",42.286637604025
"51348","Witch flounder","lat",2000,2000,"50%",42.975833
"51349","Witch flounder","lat",2000,2000,"75%",43.4382552125
"51350","Witch flounder","lat",2000,2000,"95%",43.983368102205
"51351","Witch flounder","lat",2001,2000,"5%",41.731412
"51352","Witch flounder","lat",2001,2000,"25%",42.31432
"51353","Witch flounder","lat",2001,2000,"50%",42.970245
"51354","Witch flounder","lat",2001,2000,"75%",43.481365
"51355","Witch flounder","lat",2001,2000,"95%",44.094982
"51356","Witch flounder","lat",2002,2000,"5%",41.6361607
"51357","Witch flounder","lat",2002,2000,"25%",42.188667
"51358","Witch flounder","lat",2002,2000,"50%",42.8615600355
"51359","Witch flounder","lat",2002,2000,"75%",43.264167
"51360","Witch flounder","lat",2002,2000,"95%",44.222667
"51361","Witch flounder","lat",2003,2000,"5%",40.53304516425
"51362","Witch flounder","lat",2003,2000,"25%",42.30100710575
"51363","Witch flounder","lat",2003,2000,"50%",43.10595
"51364","Witch flounder","lat",2003,2000,"75%",43.682445
"51365","Witch flounder","lat",2003,2000,"95%",44.1911099
"51366","Witch flounder","lat",2004,2000,"5%",41.65685232
"51367","Witch flounder","lat",2004,2000,"25%",42.36028048
"51368","Witch flounder","lat",2004,2000,"50%",42.95015036
"51369","Witch flounder","lat",2004,2000,"75%",43.33574072
"51370","Witch flounder","lat",2004,2000,"95%",44.205765
"51371","Witch flounder","lat",2005,2000,"5%",41.554680985
"51372","Witch flounder","lat",2005,2000,"25%",42.10798520525
"51373","Witch flounder","lat",2005,2000,"50%",42.896657
"51374","Witch flounder","lat",2005,2000,"75%",43.492022
"51375","Witch flounder","lat",2005,2000,"95%",44.21952
"51376","Witch flounder","lat",2006,2000,"5%",40.59978407
"51377","Witch flounder","lat",2006,2000,"25%",42.198907262
"51378","Witch flounder","lat",2006,2000,"50%",42.966530876
"51379","Witch flounder","lat",2006,2000,"75%",43.499846654
"51380","Witch flounder","lat",2006,2000,"95%",44.1719582444
"51381","Witch flounder","lat",2007,2000,"5%",38.832202
"51382","Witch flounder","lat",2007,2000,"25%",42.14121981
"51383","Witch flounder","lat",2007,2000,"50%",42.64984
"51384","Witch flounder","lat",2007,2000,"75%",43.270687
"51385","Witch flounder","lat",2007,2000,"95%",44.059327
"51386","Witch flounder","lat",2008,2000,"5%",40.866428
"51387","Witch flounder","lat",2008,2000,"25%",42.856068
"51388","Witch flounder","lat",2008,2000,"50%",43.192712
"51389","Witch flounder","lat",2008,2000,"75%",43.44217
"51390","Witch flounder","lat",2008,2000,"95%",44.156651146
"51391","Witch flounder","lat",2009,2000,"5%",37.8757037505834
"51392","Witch flounder","lat",2009,2000,"25%",41.7351057014123
"51393","Witch flounder","lat",2009,2000,"50%",42.43386794105
"51394","Witch flounder","lat",2009,2000,"75%",43.1893496319466
"51395","Witch flounder","lat",2009,2000,"95%",44.2170374802272
"51396","Witch flounder","lat",2010,2010,"5%",39.6149024382868
"51397","Witch flounder","lat",2010,2010,"25%",41.913545
"51398","Witch flounder","lat",2010,2010,"50%",42.4450790604851
"51399","Witch flounder","lat",2010,2010,"75%",43.23634
"51400","Witch flounder","lat",2010,2010,"95%",44.1764114812711
"51401","Witch flounder","lat",2011,2010,"5%",38.369658
"51402","Witch flounder","lat",2011,2010,"25%",40.1041795221062
"51403","Witch flounder","lat",2011,2010,"50%",42.1064401056187
"51404","Witch flounder","lat",2011,2010,"75%",43.232683
"51405","Witch flounder","lat",2011,2010,"95%",43.6125586521339
"51406","Witch flounder","lat",2012,2010,"5%",38.4337144145686
"51407","Witch flounder","lat",2012,2010,"25%",39.941917
"51408","Witch flounder","lat",2012,2010,"50%",42.5735989419711
"51409","Witch flounder","lat",2012,2010,"75%",43.438568
"51410","Witch flounder","lat",2012,2010,"95%",44.181337
"51411","Witch flounder","lat",2013,2010,"5%",38.968167
"51412","Witch flounder","lat",2013,2010,"25%",41.725734445809
"51413","Witch flounder","lat",2013,2010,"50%",43.0122223994473
"51414","Witch flounder","lat",2013,2010,"75%",43.4626611541296
"51415","Witch flounder","lat",2013,2010,"95%",44.168177
"51416","Witch flounder","lat",2014,2010,"5%",38.9539739456555
"51417","Witch flounder","lat",2014,2010,"25%",42.2482534653055
"51418","Witch flounder","lat",2014,2010,"50%",43.00773
"51419","Witch flounder","lat",2014,2010,"75%",43.5463476923549
"51420","Witch flounder","lat",2014,2010,"95%",44.315018
"51421","Witch flounder","lat",2015,2010,"5%",40.1410672266042
"51422","Witch flounder","lat",2015,2010,"25%",42.047465
"51423","Witch flounder","lat",2015,2010,"50%",42.6791721842186
"51424","Witch flounder","lat",2015,2010,"75%",43.5154660347713
"51425","Witch flounder","lat",2015,2010,"95%",44.18995
"51426","Witch flounder","lat",2016,2010,"5%",40.463833
"51427","Witch flounder","lat",2016,2010,"25%",42.015125
"51428","Witch flounder","lat",2016,2010,"50%",42.667945
"51429","Witch flounder","lat",2016,2010,"75%",43.457803
"51430","Witch flounder","lat",2016,2010,"95%",44.244933
"51431","Witch flounder","lat",2018,2010,"5%",40.500615
"51432","Witch flounder","lat",2018,2010,"25%",42.168217
"51433","Witch flounder","lat",2018,2010,"50%",42.84767
"51434","Witch flounder","lat",2018,2010,"75%",43.2807557066319
"51435","Witch flounder","lat",2018,2010,"95%",44.347692
"51436","Witch flounder","lat",2019,2010,"5%",41.7943894853853
"51437","Witch flounder","lat",2019,2010,"25%",42.552552
"51438","Witch flounder","lat",2019,2010,"50%",43.1219766958858
"51439","Witch flounder","lat",2019,2010,"75%",43.4885428358152
"51440","Witch flounder","lat",2019,2010,"95%",44.2405
"51441","Witch flounder","lat",2021,2020,"5%",39.8814678451796
"51442","Witch flounder","lat",2021,2020,"25%",42.179
"51443","Witch flounder","lat",2021,2020,"50%",43.1780519691434
"51444","Witch flounder","lat",2021,2020,"75%",43.4956753676696
"51445","Witch flounder","lat",2021,2020,"95%",44.114333
"51446","Witch flounder","lat",2022,2020,"5%",40.667010136552
"51447","Witch flounder","lat",2022,2020,"25%",42.5889490848173
"51448","Witch flounder","lat",2022,2020,"50%",43.174167
"51449","Witch flounder","lat",2022,2020,"75%",43.469
"51450","Witch flounder","lat",2022,2020,"95%",44.2675754009825
"51451","Witch flounder","lat",2023,2020,"5%",41.9506125517347
"51452","Witch flounder","lat",2023,2020,"25%",42.246333
"51453","Witch flounder","lat",2023,2020,"50%",43.3375
"51454","Witch flounder","lat",2023,2020,"75%",43.431
"51455","Witch flounder","lat",2023,2020,"95%",43.9291471363218
"51456","Witch flounder","lon",1970,1970,"5%",-70.35
"51457","Witch flounder","lon",1970,1970,"25%",-69.516667
"51458","Witch flounder","lon",1970,1970,"50%",-68.933333
"51459","Witch flounder","lon",1970,1970,"75%",-68.15
"51460","Witch flounder","lon",1970,1970,"95%",-67.183333
"51461","Witch flounder","lon",1971,1970,"5%",-71.31766487675
"51462","Witch flounder","lon",1971,1970,"25%",-69.966667
"51463","Witch flounder","lon",1971,1970,"50%",-68.8266457675
"51464","Witch flounder","lon",1971,1970,"75%",-68.25
"51465","Witch flounder","lon",1971,1970,"95%",-67.033333
"51466","Witch flounder","lon",1972,1970,"5%",-71.05
"51467","Witch flounder","lon",1972,1970,"25%",-69.95
"51468","Witch flounder","lon",1972,1970,"50%",-69.066667
"51469","Witch flounder","lon",1972,1970,"75%",-68.1498002505
"51470","Witch flounder","lon",1972,1970,"95%",-67.245738
"51471","Witch flounder","lon",1973,1970,"5%",-71.616667
"51472","Witch flounder","lon",1973,1970,"25%",-69.266667
"51473","Witch flounder","lon",1973,1970,"50%",-68.466667
"51474","Witch flounder","lon",1973,1970,"75%",-67.733333
"51475","Witch flounder","lon",1973,1970,"95%",-66.733333
"51476","Witch flounder","lon",1974,1970,"5%",-70.383333
"51477","Witch flounder","lon",1974,1970,"25%",-69.6
"51478","Witch flounder","lon",1974,1970,"50%",-68.7
"51479","Witch flounder","lon",1974,1970,"75%",-67.833333
"51480","Witch flounder","lon",1974,1970,"95%",-66.804476339525
"51481","Witch flounder","lon",1975,1970,"5%",-70.516667
"51482","Witch flounder","lon",1975,1970,"25%",-69.8
"51483","Witch flounder","lon",1975,1970,"50%",-68.783333
"51484","Witch flounder","lon",1975,1970,"75%",-68.416667
"51485","Witch flounder","lon",1975,1970,"95%",-66.92982571403
"51486","Witch flounder","lon",1976,1970,"5%",-70.54524940499
"51487","Witch flounder","lon",1976,1970,"25%",-70.35
"51488","Witch flounder","lon",1976,1970,"50%",-69.266667
"51489","Witch flounder","lon",1976,1970,"75%",-68.683333
"51490","Witch flounder","lon",1976,1970,"95%",-67.55974069481
"51491","Witch flounder","lon",1977,1970,"5%",-70.666667
"51492","Witch flounder","lon",1977,1970,"25%",-70.516667
"51493","Witch flounder","lon",1977,1970,"50%",-70
"51494","Witch flounder","lon",1977,1970,"75%",-68.683333
"51495","Witch flounder","lon",1977,1970,"95%",-67.516667
"51496","Witch flounder","lon",1978,1970,"5%",-70.45883317666
"51497","Witch flounder","lon",1978,1970,"25%",-69.75
"51498","Witch flounder","lon",1978,1970,"50%",-68.95
"51499","Witch flounder","lon",1978,1970,"75%",-68.35
"51500","Witch flounder","lon",1978,1970,"95%",-67.25116035654
"51501","Witch flounder","lon",1979,1970,"5%",-70.55
"51502","Witch flounder","lon",1979,1970,"25%",-69.507912
"51503","Witch flounder","lon",1979,1970,"50%",-68.8
"51504","Witch flounder","lon",1979,1970,"75%",-68.0745783502
"51505","Witch flounder","lon",1979,1970,"95%",-67.016667
"51506","Witch flounder","lon",1980,1980,"5%",-72.183333
"51507","Witch flounder","lon",1980,1980,"25%",-70.35
"51508","Witch flounder","lon",1980,1980,"50%",-69.5433215331
"51509","Witch flounder","lon",1980,1980,"75%",-68.36414075
"51510","Witch flounder","lon",1980,1980,"95%",-67.233333
"51511","Witch flounder","lon",1981,1980,"5%",-70.1899975
"51512","Witch flounder","lon",1981,1980,"25%",-69.116667
"51513","Witch flounder","lon",1981,1980,"50%",-68.7
"51514","Witch flounder","lon",1981,1980,"75%",-68.066667
"51515","Witch flounder","lon",1981,1980,"95%",-66.816667
"51516","Witch flounder","lon",1982,1980,"5%",-74.0774985
"51517","Witch flounder","lon",1982,1980,"25%",-70.20207925
"51518","Witch flounder","lon",1982,1980,"50%",-68.966667
"51519","Witch flounder","lon",1982,1980,"75%",-68.483333
"51520","Witch flounder","lon",1982,1980,"95%",-66.866667
"51521","Witch flounder","lon",1983,1980,"5%",-70.6
"51522","Witch flounder","lon",1983,1980,"25%",-70.233333
"51523","Witch flounder","lon",1983,1980,"50%",-69.483333
"51524","Witch flounder","lon",1983,1980,"75%",-68.583333
"51525","Witch flounder","lon",1983,1980,"95%",-67.633333
"51526","Witch flounder","lon",1984,1980,"5%",-70.533333
"51527","Witch flounder","lon",1984,1980,"25%",-69.916667
"51528","Witch flounder","lon",1984,1980,"50%",-68.783333
"51529","Witch flounder","lon",1984,1980,"75%",-68.066667
"51530","Witch flounder","lon",1984,1980,"95%",-66.8
"51531","Witch flounder","lon",1985,1980,"5%",-70.166667
"51532","Witch flounder","lon",1985,1980,"25%",-69.3
"51533","Witch flounder","lon",1985,1980,"50%",-68.65
"51534","Witch flounder","lon",1985,1980,"75%",-67.570814700075
"51535","Witch flounder","lon",1985,1980,"95%",-66.6
"51536","Witch flounder","lon",1986,1980,"5%",-70.45
"51537","Witch flounder","lon",1986,1980,"25%",-69.7291595
"51538","Witch flounder","lon",1986,1980,"50%",-69.016667
"51539","Witch flounder","lon",1986,1980,"75%",-68.435415124975
"51540","Witch flounder","lon",1986,1980,"95%",-67.016667
"51541","Witch flounder","lon",1987,1980,"5%",-73.533333
"51542","Witch flounder","lon",1987,1980,"25%",-69.6074942667
"51543","Witch flounder","lon",1987,1980,"50%",-68.753323
"51544","Witch flounder","lon",1987,1980,"75%",-67.8691595
"51545","Witch flounder","lon",1987,1980,"95%",-66.816667
"51546","Witch flounder","lon",1988,1980,"5%",-70.421665
"51547","Witch flounder","lon",1988,1980,"25%",-69.216667
"51548","Witch flounder","lon",1988,1980,"50%",-68.6166534167
"51549","Witch flounder","lon",1988,1980,"75%",-67.383333
"51550","Witch flounder","lon",1988,1980,"95%",-66.85
"51551","Witch flounder","lon",1989,1980,"5%",-70.206892048355
"51552","Witch flounder","lon",1989,1980,"25%",-69.6524675
"51553","Witch flounder","lon",1989,1980,"50%",-68.7524675
"51554","Witch flounder","lon",1989,1980,"75%",-67.921601524675
"51555","Witch flounder","lon",1989,1980,"95%",-66.949896081255
"51556","Witch flounder","lon",1990,1990,"5%",-70.5503995
"51557","Witch flounder","lon",1990,1990,"25%",-69.7837325
"51558","Witch flounder","lon",1990,1990,"50%",-67.9399534338
"51559","Witch flounder","lon",1990,1990,"75%",-66.98612717465
"51560","Witch flounder","lon",1990,1990,"95%",-66.78515617578
"51561","Witch flounder","lon",1991,1990,"5%",-73.366667
"51562","Witch flounder","lon",1991,1990,"25%",-70.35
"51563","Witch flounder","lon",1991,1990,"50%",-68.8
"51564","Witch flounder","lon",1991,1990,"75%",-67.5
"51565","Witch flounder","lon",1991,1990,"95%",-66.95
"51566","Witch flounder","lon",1992,1990,"5%",-70.913976
"51567","Witch flounder","lon",1992,1990,"25%",-69.433333
"51568","Witch flounder","lon",1992,1990,"50%",-68.383333
"51569","Witch flounder","lon",1992,1990,"75%",-67.05
"51570","Witch flounder","lon",1992,1990,"95%",-66.914443
"51571","Witch flounder","lon",1993,1990,"5%",-70.242482284965
"51572","Witch flounder","lon",1993,1990,"25%",-69.242482575175
"51573","Witch flounder","lon",1993,1990,"50%",-68.23496515035
"51574","Witch flounder","lon",1993,1990,"75%",-67.033333
"51575","Witch flounder","lon",1993,1990,"95%",-66.816667
"51576","Witch flounder","lon",1994,1990,"5%",-70.383333
"51577","Witch flounder","lon",1994,1990,"25%",-69.106631949825
"51578","Witch flounder","lon",1994,1990,"50%",-68.45
"51579","Witch flounder","lon",1994,1990,"75%",-67.552158599475
"51580","Witch flounder","lon",1994,1990,"95%",-66.59126776867
"51581","Witch flounder","lon",1995,1990,"5%",-70.333333
"51582","Witch flounder","lon",1995,1990,"25%",-69.183333
"51583","Witch flounder","lon",1995,1990,"50%",-68.9
"51584","Witch flounder","lon",1995,1990,"75%",-67.46827675
"51585","Witch flounder","lon",1995,1990,"95%",-67.116667
"51586","Witch flounder","lon",1996,1990,"5%",-69.966667
"51587","Witch flounder","lon",1996,1990,"25%",-69.17077175
"51588","Witch flounder","lon",1996,1990,"50%",-68.56665483345
"51589","Witch flounder","lon",1996,1990,"75%",-67.883333
"51590","Witch flounder","lon",1996,1990,"95%",-66.87066675
"51591","Witch flounder","lon",1997,1990,"5%",-70.28999553331
"51592","Witch flounder","lon",1997,1990,"25%",-69.2333096669
"51593","Witch flounder","lon",1997,1990,"50%",-68.2499066669
"51594","Witch flounder","lon",1997,1990,"75%",-67.35
"51595","Witch flounder","lon",1997,1990,"95%",-66.78997763289
"51596","Witch flounder","lon",1998,1990,"5%",-70.06232974659
"51597","Witch flounder","lon",1998,1990,"25%",-69.295785633525
"51598","Witch flounder","lon",1998,1990,"50%",-68.633333
"51599","Witch flounder","lon",1998,1990,"75%",-67.583333
"51600","Witch flounder","lon",1998,1990,"95%",-66.9
"51601","Witch flounder","lon",1999,1990,"5%",-70.220667
"51602","Witch flounder","lon",1999,1990,"25%",-69.764667
"51603","Witch flounder","lon",1999,1990,"50%",-68.972833
"51604","Witch flounder","lon",1999,1990,"75%",-67.819833
"51605","Witch flounder","lon",1999,1990,"95%",-67.084833
"51606","Witch flounder","lon",2000,2000,"5%",-70.4913951725
"51607","Witch flounder","lon",2000,2000,"25%",-69.667333
"51608","Witch flounder","lon",2000,2000,"50%",-68.87073436695
"51609","Witch flounder","lon",2000,2000,"75%",-67.9160241625
"51610","Witch flounder","lon",2000,2000,"95%",-66.989514042205
"51611","Witch flounder","lon",2001,2000,"5%",-70.48406362725
"51612","Witch flounder","lon",2001,2000,"25%",-69.619396627
"51613","Witch flounder","lon",2001,2000,"50%",-68.7980569765
"51614","Witch flounder","lon",2001,2000,"75%",-67.8813165675
"51615","Witch flounder","lon",2001,2000,"95%",-66.85495
"51616","Witch flounder","lon",2002,2000,"5%",-70.318
"51617","Witch flounder","lon",2002,2000,"25%",-69.279
"51618","Witch flounder","lon",2002,2000,"50%",-68.5215
"51619","Witch flounder","lon",2002,2000,"75%",-67.381833
"51620","Witch flounder","lon",2002,2000,"95%",-66.81171335
"51621","Witch flounder","lon",2003,2000,"5%",-70.54389125045
"51622","Witch flounder","lon",2003,2000,"25%",-69.374962
"51623","Witch flounder","lon",2003,2000,"50%",-68.2285
"51624","Witch flounder","lon",2003,2000,"75%",-67.19223
"51625","Witch flounder","lon",2003,2000,"95%",-66.903833
"51626","Witch flounder","lon",2004,2000,"5%",-70.274128488
"51627","Witch flounder","lon",2004,2000,"25%",-68.952858
"51628","Witch flounder","lon",2004,2000,"50%",-68.37291348
"51629","Witch flounder","lon",2004,2000,"75%",-67.261268
"51630","Witch flounder","lon",2004,2000,"95%",-66.67658
"51631","Witch flounder","lon",2005,2000,"5%",-70.15448926295
"51632","Witch flounder","lon",2005,2000,"25%",-69.10748
"51633","Witch flounder","lon",2005,2000,"50%",-68.132957
"51634","Witch flounder","lon",2005,2000,"75%",-67.48191412625
"51635","Witch flounder","lon",2005,2000,"95%",-66.940547
"51636","Witch flounder","lon",2006,2000,"5%",-70.535700334
"51637","Witch flounder","lon",2006,2000,"25%",-69.405394042
"51638","Witch flounder","lon",2006,2000,"50%",-68.578617
"51639","Witch flounder","lon",2006,2000,"75%",-67.309693
"51640","Witch flounder","lon",2006,2000,"95%",-66.9092134968
"51641","Witch flounder","lon",2007,2000,"5%",-73.102972182
"51642","Witch flounder","lon",2007,2000,"25%",-69.881173
"51643","Witch flounder","lon",2007,2000,"50%",-68.743656286
"51644","Witch flounder","lon",2007,2000,"75%",-67.921498268
"51645","Witch flounder","lon",2007,2000,"95%",-67.081033
"51646","Witch flounder","lon",2008,2000,"5%",-70.109682
"51647","Witch flounder","lon",2008,2000,"25%",-69.266173515
"51648","Witch flounder","lon",2008,2000,"50%",-68.98113849
"51649","Witch flounder","lon",2008,2000,"75%",-68.013502275
"51650","Witch flounder","lon",2008,2000,"95%",-66.641364292
"51651","Witch flounder","lon",2009,2000,"5%",-74.0577233002456
"51652","Witch flounder","lon",2009,2000,"25%",-69.7980090482039
"51653","Witch flounder","lon",2009,2000,"50%",-68.8200569746699
"51654","Witch flounder","lon",2009,2000,"75%",-67.1862415127418
"51655","Witch flounder","lon",2009,2000,"95%",-66.4463450382868
"51656","Witch flounder","lon",2010,2010,"5%",-72.7396494015966
"51657","Witch flounder","lon",2010,2010,"25%",-69.9081194920172
"51658","Witch flounder","lon",2010,2010,"50%",-68.6986918259134
"51659","Witch flounder","lon",2010,2010,"75%",-67.279282776942
"51660","Witch flounder","lon",2010,2010,"95%",-66.6455232327295
"51661","Witch flounder","lon",2011,2010,"5%",-73.571818
"51662","Witch flounder","lon",2011,2010,"25%",-70.442575223365
"51663","Witch flounder","lon",2011,2010,"50%",-69.195824782008
"51664","Witch flounder","lon",2011,2010,"75%",-68.122888
"51665","Witch flounder","lon",2011,2010,"95%",-66.44685
"51666","Witch flounder","lon",2012,2010,"5%",-73.571545
"51667","Witch flounder","lon",2012,2010,"25%",-70.05701
"51668","Witch flounder","lon",2012,2010,"50%",-69.102192
"51669","Witch flounder","lon",2012,2010,"75%",-67.222282
"51670","Witch flounder","lon",2012,2010,"95%",-66.742807
"51671","Witch flounder","lon",2013,2010,"5%",-72.814667
"51672","Witch flounder","lon",2013,2010,"25%",-69.86529256463
"51673","Witch flounder","lon",2013,2010,"50%",-68.4541554095794
"51674","Witch flounder","lon",2013,2010,"75%",-67.2441028394228
"51675","Witch flounder","lon",2013,2010,"95%",-66.6559587138471
"51676","Witch flounder","lon",2014,2010,"5%",-72.8412212770034
"51677","Witch flounder","lon",2014,2010,"25%",-70.094442
"51678","Witch flounder","lon",2014,2010,"50%",-68.643
"51679","Witch flounder","lon",2014,2010,"75%",-67.3048851311022
"51680","Witch flounder","lon",2014,2010,"95%",-66.8437024794289
"51681","Witch flounder","lon",2015,2010,"5%",-70.5182019618974
"51682","Witch flounder","lon",2015,2010,"25%",-69.1307777364906
"51683","Witch flounder","lon",2015,2010,"50%",-67.764647
"51684","Witch flounder","lon",2015,2010,"75%",-67.187287
"51685","Witch flounder","lon",2015,2010,"95%",-66.701763817992
"51686","Witch flounder","lon",2016,2010,"5%",-70.3918999093491
"51687","Witch flounder","lon",2016,2010,"25%",-69.7831977183758
"51688","Witch flounder","lon",2016,2010,"50%",-68.262667579214
"51689","Witch flounder","lon",2016,2010,"75%",-67.287837
"51690","Witch flounder","lon",2016,2010,"95%",-66.795607
"51691","Witch flounder","lon",2018,2010,"5%",-70.4313644484188
"51692","Witch flounder","lon",2018,2010,"25%",-69.8548925807492
"51693","Witch flounder","lon",2018,2010,"50%",-68.821828
"51694","Witch flounder","lon",2018,2010,"75%",-67.714575
"51695","Witch flounder","lon",2018,2010,"95%",-66.9432578245318
"51696","Witch flounder","lon",2019,2010,"5%",-70.1647799771415
"51697","Witch flounder","lon",2019,2010,"25%",-69.3846392340344
"51698","Witch flounder","lon",2019,2010,"50%",-68.6025
"51699","Witch flounder","lon",2019,2010,"75%",-67.9206459260823
"51700","Witch flounder","lon",2019,2010,"95%",-66.979
"51701","Witch flounder","lon",2021,2020,"5%",-71.5983955593337
"51702","Witch flounder","lon",2021,2020,"25%",-69.4851638736567
"51703","Witch flounder","lon",2021,2020,"50%",-68.554667
"51704","Witch flounder","lon",2021,2020,"75%",-67.320833
"51705","Witch flounder","lon",2021,2020,"95%",-66.6415
"51706","Witch flounder","lon",2022,2020,"5%",-70.059833
"51707","Witch flounder","lon",2022,2020,"25%",-69.213167
"51708","Witch flounder","lon",2022,2020,"50%",-68.9067370798281
"51709","Witch flounder","lon",2022,2020,"75%",-67.8200779022106
"51710","Witch flounder","lon",2022,2020,"95%",-66.9005634560178
"51711","Witch flounder","lon",2023,2020,"5%",-70.031333
"51712","Witch flounder","lon",2023,2020,"25%",-69.7780362391772
"51713","Witch flounder","lon",2023,2020,"50%",-68.969667
"51714","Witch flounder","lon",2023,2020,"75%",-67.6695343622966
"51715","Witch flounder","lon",2023,2020,"95%",-66.753333
"51716","Witch flounder","surftemp",1970,1970,"5%",3.4
"51717","Witch flounder","surftemp",1970,1970,"25%",4
"51718","Witch flounder","surftemp",1970,1970,"50%",8.2
"51719","Witch flounder","surftemp",1970,1970,"75%",10.2
"51720","Witch flounder","surftemp",1970,1970,"95%",13.5
"51721","Witch flounder","surftemp",1971,1970,"5%",3.3
"51722","Witch flounder","surftemp",1971,1970,"25%",3.9
"51723","Witch flounder","surftemp",1971,1970,"50%",9.7
"51724","Witch flounder","surftemp",1971,1970,"75%",10.1
"51725","Witch flounder","surftemp",1971,1970,"95%",18.2
"51726","Witch flounder","surftemp",1972,1970,"5%",4.1
"51727","Witch flounder","surftemp",1972,1970,"25%",4.48004999999999
"51728","Witch flounder","surftemp",1972,1970,"50%",5
"51729","Witch flounder","surftemp",1972,1970,"75%",10.6
"51730","Witch flounder","surftemp",1972,1970,"95%",16.6
"51731","Witch flounder","surftemp",1973,1970,"5%",4.7
"51732","Witch flounder","surftemp",1973,1970,"25%",5.3
"51733","Witch flounder","surftemp",1973,1970,"50%",6.8
"51734","Witch flounder","surftemp",1973,1970,"75%",9.6
"51735","Witch flounder","surftemp",1973,1970,"95%",14
"51736","Witch flounder","surftemp",1974,1970,"5%",0
"51737","Witch flounder","surftemp",1974,1970,"25%",5.8
"51738","Witch flounder","surftemp",1974,1970,"50%",6.5
"51739","Witch flounder","surftemp",1974,1970,"75%",9.9
"51740","Witch flounder","surftemp",1974,1970,"95%",13.5
"51741","Witch flounder","surftemp",1975,1970,"5%",3.912022
"51742","Witch flounder","surftemp",1975,1970,"25%",5.8
"51743","Witch flounder","surftemp",1975,1970,"50%",7.6
"51744","Witch flounder","surftemp",1975,1970,"75%",10.8
"51745","Witch flounder","surftemp",1975,1970,"95%",14.2
"51746","Witch flounder","surftemp",1976,1970,"5%",4.7
"51747","Witch flounder","surftemp",1976,1970,"25%",5.5
"51748","Witch flounder","surftemp",1976,1970,"50%",6.5
"51749","Witch flounder","surftemp",1976,1970,"75%",7.5
"51750","Witch flounder","surftemp",1976,1970,"95%",11.1
"51751","Witch flounder","surftemp",1977,1970,"5%",4.9
"51752","Witch flounder","surftemp",1977,1970,"25%",8.5
"51753","Witch flounder","surftemp",1977,1970,"50%",9
"51754","Witch flounder","surftemp",1977,1970,"75%",9.8
"51755","Witch flounder","surftemp",1977,1970,"95%",11.2
"51756","Witch flounder","surftemp",1978,1970,"5%",3.394004
"51757","Witch flounder","surftemp",1978,1970,"25%",7.2
"51758","Witch flounder","surftemp",1978,1970,"50%",10
"51759","Witch flounder","surftemp",1978,1970,"75%",11.4
"51760","Witch flounder","surftemp",1978,1970,"95%",12.8
"51761","Witch flounder","surftemp",1979,1970,"5%",4.7
"51762","Witch flounder","surftemp",1979,1970,"25%",5.6
"51763","Witch flounder","surftemp",1979,1970,"50%",9.6
"51764","Witch flounder","surftemp",1979,1970,"75%",10.6
